Student_ID,Student_name,Year,CGPA,HACK_PART,PAP_PUB,Cod_Const,Total_Awards,TEA_ASST,CONST_SCORE,CORE_CRS_GRD,EAA,Overall_Score
644,John Brown,2020,1.71,3,3,4,5,1,7.97,74.47,2,102.15
645,Michael Davis,2021,1.19,1,3,4,3,0,5.39,48.37,1,66.95
646,Jane Williams,2020,2.25,2,4,4,7,0,6.75,75.47,4,105.47
647,Jane Brown,2021,2.66,0,3,4,5,1,9.27,21,10,55.93
648,Laura Rodriguez,2021,8.69,0,5,5,3,0,8.71,93.39,5,128.79
649,Emily Garcia,2020,9.71,0,2,3,2,1,1.35,52.39,2,73.45
650,Sophia Martinez,2020,2.54,0,2,3,5,0,9.94,26.09,2,50.57
651,David Williams,2021,7.71,1,4,4,5,0,4.42,67.67,4,97.8
652,Emily Rodriguez,2020,3.86,1,3,1,3,1,9.63,22.96,10,55.45
653,Sophia Miller,2021,2.21,3,3,3,0,1,2.84,20.47,9,44.52
654,Sarah Jones,2020,9.8,1,5,3,5,0,5.06,88.48,7,124.34
655,Michael Garcia,2021,5.13,0,2,6,6,0,3.28,91.92,5,119.33
656,Jane Jones,2021,5.16,2,2,1,5,1,8.57,50.74,8,83.47
657,Jane Johnson,2021,5.95,1,1,4,4,0,4.23,52.74,5,77.92
658,Jane Martinez,2021,1.1,1,4,2,7,1,9.21,91.67,4,120.98
659,Alex Davis,2020,4.21,2,2,6,6,0,1.72,29.22,10,61.15
660,Michael Miller,2021,4.45,2,2,4,0,1,9.22,88.3,10,120.97
661,Sophia Smith,2021,5.38,2,2,2,0,1,2.25,80.6,1,96.23
662,Alex Williams,2021,8.29,1,0,5,0,0,8.75,26.2,3,52.24
663,John Jones,2021,1.59,1,4,6,1,1,6.84,65.4,2,88.83
664,Chris Davis,2020,9.12,2,5,2,4,0,2.84,45.02,1,70.98
665,Alex Garcia,2020,5.97,0,4,1,1,0,1.42,54.49,7,74.88
666,Sophia Rodriguez,2020,2.28,2,3,5,4,0,3.64,71.19,7,98.11
667,Alex Williams,2021,9.49,1,2,6,5,1,4.22,76.82,9,114.53
668,Emily Williams,2020,8.23,2,4,5,3,0,7.1,64.63,1,94.96
669,David Garcia,2021,4.9,3,0,4,2,0,5.74,61.43,6,87.07
670,Michael Martinez,2021,4.48,1,3,4,1,1,7.04,57.42,10,88.94
671,Sarah Miller,2020,4.22,0,0,5,1,1,1.88,70.61,3,86.71
672,Sophia Smith,2021,3.93,3,2,5,1,1,6.14,96.41,1,119.48
673,Michael Smith,2021,8.66,1,0,5,1,1,5.41,91.02,4,117.09
674,Laura Johnson,2020,1.69,1,3,2,1,0,9.7,68.63,8,95.02
675,Emily Brown,2020,1.28,0,2,3,0,1,6.87,48.89,3,66.04
676,Michael Martinez,2020,4.23,3,2,4,5,0,0.64,81.13,5,105
677,Chris Brown,2020,2.87,1,0,3,6,1,5.71,39.77,3,62.35
678,Emily Garcia,2021,4.58,1,3,1,0,1,4.87,93.47,1,109.92
679,Alex Brown,2021,8.1,1,4,3,7,1,2.57,75.15,3,104.82
680,Emily Davis,2021,8.25,1,5,6,6,1,0.76,97.79,6,131.8
681,David Johnson,2020,7.58,1,1,2,3,1,2.65,50.56,3,71.79
682,Sophia Brown,2021,9.37,2,5,3,4,1,9.36,42.98,10,86.71
683,Michael Jones,2020,2.3,0,2,5,7,1,1.97,98.97,4,122.24
684,John Miller,2021,1.32,3,2,6,3,0,9.69,37.96,1,63.97
685,Sophia Smith,2020,3.71,2,4,5,2,1,4.12,65.43,7,94.26
686,Chris Brown,2021,2.74,2,3,3,1,1,4.96,32.27,4,53.97
687,Sophia Rodriguez,2021,6.49,2,3,3,5,0,5.71,74.41,8,107.61
688,Alex Williams,2021,3.84,1,2,5,6,0,2.81,29.81,8,58.46
689,Emily Miller,2021,9.64,1,5,6,2,0,4.57,42.1,6,76.31
690,John Martinez,2021,6.06,1,0,3,3,0,1.88,58.99,8,81.93
691,Alex Garcia,2020,8.45,1,4,5,6,0,4.25,98.18,2,128.88
692,David Garcia,2021,3.15,0,1,6,4,0,3.24,77.33,6,100.72
693,Michael Miller,2021,4.8,2,4,2,0,1,5.16,93.7,5,117.66
694,Laura Jones,2020,4.34,2,0,5,5,1,0.78,45.23,9,72.35
695,David Jones,2020,3.48,2,3,4,2,0,1.97,46,7,69.45
696,Emily Rodriguez,2020,4.23,0,4,1,0,1,3.1,82.38,1,96.71
697,Emily Brown,2020,6.08,1,0,5,0,1,3.76,91.8,7,115.64
698,Jane Johnson,2021,1.94,3,4,5,1,1,7.86,44.78,10,78.58
699,Sarah Miller,2020,7.21,0,3,6,0,0,0.71,90.88,1,108.8
700,David Jones,2021,9.24,3,4,2,6,0,1.06,90.87,1,117.17
701,Laura Smith,2020,5.78,0,3,1,2,0,2.93,44.43,4,63.14
702,Sarah Johnson,2021,3.32,0,2,5,1,0,2.8,58.84,10,82.96
703,Jane Davis,2020,1.08,1,4,5,6,1,2.64,50.51,9,80.23
704,Sophia Miller,2020,7.04,1,4,5,4,0,1.73,87.46,6,116.23
705,David Brown,2021,2.83,0,0,1,6,1,9.19,86.22,8,114.24
706,Jane Smith,2021,4.97,2,2,3,4,0,9.2,74.76,5,104.93
707,Chris Martinez,2020,6.96,1,1,1,7,0,4.45,21.96,3,46.37
708,Jane Johnson,2021,7.3,0,1,3,7,0,8.22,76.25,2,104.77
709,David Jones,2021,7.83,0,2,5,1,0,3.02,20.39,5,44.24
710,Laura Brown,2021,9.62,1,2,5,7,0,6.5,95.31,10,136.43
711,Emily Johnson,2021,8.55,3,1,3,6,0,8.76,50.26,8,88.57
712,Laura Rodriguez,2021,2.75,3,2,4,0,0,5.36,57.26,3,77.37
713,Alex Smith,2021,1.03,0,0,4,5,1,7.93,77.69,7,103.65
714,Chris Smith,2021,6.21,3,2,5,7,0,2.04,44.56,9,78.81
715,Laura Miller,2020,6.81,3,4,5,4,1,6.09,37.76,5,72.66
716,Sophia Brown,2020,9.84,2,4,3,1,1,7.07,51.82,2,81.73
717,Jane Smith,2021,1.14,1,4,6,1,0,4.92,35.06,3,56.12
718,Laura Miller,2021,4.67,3,0,6,2,1,2.41,74.74,8,101.82
719,Laura Rodriguez,2020,9.94,0,1,3,6,0,4.42,26.41,10,60.77
720,Alex Garcia,2021,6.41,3,1,6,4,1,6.06,22.96,1,51.43
721,Michael Davis,2021,8.78,2,2,4,3,1,9.94,51.15,7,88.87
722,Jane Johnson,2020,8.47,0,2,5,7,0,1.88,81.91,2,108.26
723,David Miller,2021,2.42,2,1,1,2,0,0.5,77.39,7,93.31
724,Sophia Rodriguez,2021,4.05,0,4,4,0,0,0.94,56.42,3,72.41
725,John Martinez,2020,1.59,3,2,5,0,0,0.65,47.59,7,66.83
726,Chris Brown,2021,9.3,0,5,6,7,0,3.95,35.18,7,73.43
727,Sophia Johnson,2021,1.71,0,2,2,5,0,0.83,51.96,5,68.5
728,Jane Garcia,2020,2.13,0,4,1,4,1,6.05,43.1,9,70.28
729,Alex Garcia,2020,7.83,2,5,4,5,1,1.09,72.04,5,102.96
730,Jane Davis,2020,8.48,1,4,2,1,0,5.97,50.68,8,81.13
731,Alex Williams,2020,5.56,1,1,2,6,0,4.04,94.87,1,115.47
732,David Brown,2020,8.97,2,5,4,3,1,1.41,33.69,4,63.07
733,David Jones,2021,9.27,3,2,1,7,1,8.51,20.34,4,56.12
734,John Rodriguez,2020,3.03,2,5,3,0,0,5.6,55.33,7,80.96
735,Sarah Jones,2020,4.11,0,5,2,3,0,7.27,80.02,7,108.4
736,David Williams,2021,6.88,2,1,4,6,1,4.2,44.74,1,70.82
737,Michael Jones,2021,8.27,1,1,1,6,0,1.63,97.11,5,121.01
738,Sarah Martinez,2020,8.56,2,1,4,4,0,3.13,54.05,2,78.74
739,Michael Garcia,2020,4.16,2,5,2,4,1,0.9,47.42,2,68.48
740,Laura Williams,2021,1.06,2,1,1,1,1,1.33,75.29,2,85.68
741,Emily Jones,2020,7.96,3,0,5,7,1,3.55,97.72,9,134.23
742,Alex Johnson,2021,4.78,2,3,3,0,0,2.16,82.7,6,103.64
743,Laura Smith,2021,7.9,3,0,2,6,1,8.71,38.68,7,74.29
744,Chris Williams,2020,3.94,0,0,6,5,1,5.82,68.26,9,99.02
745,John Garcia,2021,2.45,3,2,4,4,0,3.12,32.59,6,57.16
746,Michael Williams,2021,7.75,1,5,3,3,0,3.54,89.69,2,114.98
747,Sophia Johnson,2021,6.75,3,1,1,3,0,0.85,66.8,4,86.4
748,Emily Miller,2020,1.66,2,3,5,1,0,1.44,22.91,8,45.01
749,John Martinez,2021,3.83,2,0,4,0,0,8.56,49.64,10,78.03
750,David Rodriguez,2021,7.28,2,4,1,3,0,9.53,68.68,8,103.49
751,Emily Johnson,2021,4.84,2,0,3,3,1,4.54,63.54,5,86.92
752,Sarah Davis,2020,1.23,2,2,5,5,0,4,34.52,10,63.75
753,Alex Garcia,2021,9.9,1,4,4,5,1,5.65,51.16,7,88.71
754,Sarah Brown,2020,4.64,1,2,2,7,1,6.05,69.16,6,98.85
755,Emily Johnson,2020,2.37,0,2,3,7,0,7.91,40.65,1,63.93
756,Chris Smith,2020,2.63,3,3,3,3,1,8.16,77.55,5,106.34
757,Chris Garcia,2021,7.53,0,0,6,1,0,5.64,78.21,4,102.38
758,Sophia Rodriguez,2020,5,1,2,4,4,1,8.72,23.21,6,54.93
759,David Smith,2021,7.65,0,1,6,0,0,4.97,94.1,1,114.72
760,John Martinez,2020,9.05,3,0,6,3,1,5.09,71.18,2,100.32
761,Alex Williams,2021,4.49,3,0,4,0,0,7.21,26.58,7,52.28
762,John Johnson,2020,6.5,3,3,2,1,0,6.85,95.84,1,119.19
763,Jane Miller,2020,4.85,0,5,3,4,1,1.25,68.51,4,91.61
764,Sarah Johnson,2021,5.09,2,2,1,3,1,6.37,77.43,9,106.89
765,Chris Martinez,2021,3.8,1,0,2,7,1,6.18,34.73,4,59.71
766,David Brown,2021,9.61,0,3,4,5,0,8.74,26.12,4,60.47
767,Sophia Martinez,2021,5.14,3,0,2,6,1,3.06,72.43,7,99.63
768,John Jones,2020,8.67,0,1,5,1,0,7.16,38.92,9,70.75
769,Alex Davis,2021,3.04,1,2,2,6,1,8.6,74.5,6,104.14
770,John Brown,2020,6.12,3,5,2,6,0,0.63,65.63,4,92.38
771,Chris Jones,2020,5.86,3,0,4,0,1,6.83,67.34,5,93.03
772,John Martinez,2020,3.57,0,5,3,7,1,8.8,34.76,9,72.13
773,Jane Rodriguez,2021,6.88,2,4,5,6,0,1.25,65.35,9,99.48
774,Emily Smith,2021,2.54,3,1,1,7,1,2.5,86.05,8,112.09
775,Michael Miller,2020,2.83,1,5,1,2,0,4.43,27.46,8,51.72
776,Alex Brown,2020,4.64,2,2,4,0,0,8.04,60.53,5,86.21
777,John Jones,2021,4.19,0,5,6,5,0,3.15,57.84,3,84.18
778,David Brown,2021,1.78,0,4,4,5,1,6.83,83.27,5,110.88
779,Sophia Jones,2021,4.38,3,0,6,4,0,6.71,93.91,6,124
780,Alex Johnson,2020,9.77,3,2,3,7,0,8.03,46.33,2,81.13
781,Sophia Smith,2021,9.67,3,5,4,5,1,3.12,48.7,3,82.49
782,John Garcia,2020,4.48,1,5,3,3,0,9.35,61.2,9,96.03
783,John Johnson,2021,6.81,0,5,4,0,0,6.59,56.09,3,81.49
784,Laura Williams,2021,8.34,0,1,4,3,1,7.01,47.25,2,73.6
785,Alex Jones,2021,6.42,1,3,4,6,0,0.81,90.08,3,114.31
786,Jane Jones,2021,2.45,2,0,2,4,1,2.4,95.08,5,113.93
787,David Garcia,2021,9.41,3,4,1,3,0,6.25,70.27,1,97.93
788,John Smith,2021,9.91,2,5,2,2,0,2.04,31.86,7,61.81
789,David Garcia,2021,5.9,3,5,4,3,1,4.21,81.55,6,113.66
790,Jane Smith,2021,8.43,0,3,1,1,0,4.98,55.8,4,78.21
791,Michael Rodriguez,2020,6.44,0,4,1,5,0,1.18,36.49,10,64.11
792,Chris Garcia,2020,1.81,2,0,2,4,0,2.33,25.06,10,47.2
793,Emily Martinez,2021,1.24,1,4,1,1,0,1.08,35.33,2,46.65
794,Emily Jones,2021,2.98,0,1,6,0,0,3.1,24.52,8,45.6
795,Emily Davis,2021,3.11,0,5,3,6,1,8.14,93.72,2,121.97
796,Michael Jones,2020,3.02,0,5,3,6,1,3.96,71.21,1,94.19
797,Alex Davis,2021,8.71,2,1,1,3,0,1.54,35.15,4,56.4
798,Michael Johnson,2020,7.02,1,3,2,0,0,4.72,43.99,4,65.73
799,David Williams,2020,4.04,2,2,2,6,0,4.55,30.4,10,60.99
800,David Davis,2021,8.76,1,3,2,2,1,7.82,47.29,2,74.87
801,Sarah Jones,2020,8.73,3,1,3,6,0,9.61,53.01,7,91.35
802,Laura Martinez,2020,5.67,2,1,3,7,1,4.6,45.66,5,74.93
803,Alex Rodriguez,2020,8.52,0,5,4,2,0,8.27,28.84,10,66.63
804,Sarah Johnson,2020,1.82,1,3,4,4,1,2.27,39.73,7,63.82
805,Sarah Jones,2021,2.58,2,2,3,4,1,1.17,37.22,4,56.97
806,Emily Jones,2020,1.94,0,2,6,7,1,7.93,67.75,1,94.62
807,John Brown,2021,9.47,2,5,1,3,1,6.44,60.77,6,94.68
808,Sarah Davis,2021,9.75,2,5,5,3,1,2.94,74.12,3,105.81
809,Emily Davis,2021,6.64,2,4,1,1,1,2.49,30.65,8,56.78
810,Sophia Rodriguez,2021,5.51,3,0,1,2,1,8.49,58.51,4,83.51
811,David Martinez,2020,1.87,3,3,2,3,1,3.46,21.72,4,43.05
812,Alex Martinez,2020,6.61,3,4,6,7,1,5.15,35.01,5,72.77
813,Chris Johnson,2020,1.39,2,3,5,0,1,0.94,66.53,9,88.86
814,Laura Brown,2020,4.73,1,0,2,3,0,6.21,42.98,5,64.92
815,Laura Johnson,2021,2.04,0,3,6,3,0,2.7,52.83,3,72.57
816,Chris Brown,2020,5.85,0,5,3,5,1,3.56,92.87,4,120.28
817,John Johnson,2021,4.5,1,4,2,3,1,2.63,59.93,1,79.06
818,Emily Brown,2020,8.45,3,1,6,6,0,4.88,59.23,5,93.56
819,Sophia Williams,2021,3.63,0,1,4,0,0,3.49,22.95,5,40.07
820,Emily Jones,2020,9.49,0,3,2,0,0,7.39,68.46,1,91.34
821,Michael Williams,2021,7.01,0,1,6,2,0,7.35,96.17,4,123.53
822,David Miller,2021,8.96,3,3,6,1,0,6.46,94.37,1,123.79
823,Jane Jones,2020,7.17,2,1,5,4,0,5.74,45.92,2,72.83
824,Chris Garcia,2020,7.2,1,4,2,3,0,3.51,88.71,8,117.42
825,Emily Brown,2021,4.89,1,3,4,2,1,2.16,47.17,4,69.22
826,Alex Miller,2020,6.01,2,2,5,2,1,8.14,80.41,1,107.56
827,Sophia Williams,2020,5.15,2,1,4,7,1,8.26,82.28,2,112.69
828,John Davis,2020,1.24,0,3,6,2,0,7.3,61.65,6,87.19
829,Michael Martinez,2021,5.71,3,4,3,5,0,9.02,51.6,4,85.33
830,John Davis,2021,5.06,2,4,5,6,0,9.7,36.85,8,76.61
831,Alex Brown,2021,3.71,3,4,4,6,1,4.5,78.16,4,108.37
832,David Smith,2020,9.41,1,0,4,6,1,0.77,23.87,8,54.05
833,John Johnson,2020,4.73,3,5,1,1,0,4.91,78.2,9,106.84
834,Laura Miller,2021,3.41,1,0,6,7,1,1.58,72.47,2,94.46
835,Jane Miller,2020,2.62,3,4,4,4,0,5.05,50.21,9,81.88
836,Chris Rodriguez,2020,9.21,2,0,2,5,1,4.73,92.38,10,126.32
837,Sarah Martinez,2021,2.43,3,5,3,7,0,5.43,76.36,8,110.22
838,Sophia Davis,2021,6.93,3,4,5,7,0,2.14,54.41,4,86.48
839,John Martinez,2020,9.41,1,2,6,3,1,4.32,84.87,10,121.6
840,Emily Miller,2020,9.24,2,2,4,6,1,3.16,39.53,2,68.93
841,Laura Davis,2021,6.36,3,2,5,5,1,3.03,56.06,8,89.45
842,John Brown,2021,9.6,0,0,5,7,0,8.66,78,6,114.26
843,Jane Davis,2020,3.32,1,3,5,6,0,4.85,91.6,9,123.77
844,Michael Williams,2021,2.17,3,3,1,2,1,5.12,37.46,8,62.75
845,Alex Jones,2021,9.89,3,0,1,5,1,4.33,82.54,3,109.76
846,John Davis,2020,1.63,0,0,6,7,0,1.39,80.2,3,99.22
847,Jane Davis,2020,1.4,2,1,4,1,0,7.81,62.41,3,82.62
848,David Garcia,2021,7.5,2,1,5,5,0,4.41,49.36,3,77.27
849,Laura Garcia,2020,6.62,0,4,1,4,1,3.3,57.61,9,86.53
850,Jane Martinez,2020,8.63,3,1,6,6,1,7.99,54.78,7,95.4
851,Chris Williams,2020,5.44,1,5,3,7,0,0.99,69.3,7,98.73
852,Sophia Johnson,2020,2.25,2,4,3,4,1,7.18,70.02,4,97.45
853,Sarah Miller,2021,6.58,2,5,3,4,1,3.29,67.87,10,102.74
854,Sophia Miller,2020,1.53,3,0,1,1,0,7.88,51.34,7,72.75
855,Chris Smith,2021,7.51,3,0,3,1,0,9.29,51.86,9,84.66
856,Jane Smith,2020,5.25,0,4,1,1,0,8.27,26.43,7,52.95
857,Sarah Davis,2020,5.12,2,4,5,0,0,6.99,38.39,4,65.5
858,Emily Jones,2020,3.96,0,0,2,3,1,2.94,31.49,7,51.39
859,Chris Brown,2021,8.35,2,5,5,3,1,6.92,97.69,1,129.96
860,Chris Brown,2020,9.65,1,3,3,2,0,6.46,70.8,3,98.91
861,Michael Brown,2021,6.17,0,2,6,3,0,4.3,66.49,6,93.96
862,Alex Smith,2020,8.57,2,3,3,5,1,4.18,32.2,2,60.95
863,John Miller,2021,8.89,1,5,2,7,0,9.07,39.39,6,78.35
864,Sarah Williams,2021,1.02,3,5,5,4,1,5.1,47.09,3,74.21
865,Chris Brown,2020,3.03,2,0,1,2,0,6.24,36.42,7,57.69
866,Sarah Martinez,2020,3.23,2,2,4,2,1,0.94,77.43,9,101.6
867,John Johnson,2020,3.96,1,2,6,5,0,2.76,40.43,6,67.15
868,Chris Rodriguez,2020,4.13,1,1,1,1,1,3.96,80.27,10,103.36
869,John Martinez,2021,6.59,2,3,6,4,1,1.56,60,9,93.15
870,Sophia Johnson,2021,8.29,0,5,4,1,1,2.09,37.61,8,66.99
871,Jane Johnson,2021,8.72,2,3,1,4,1,8.49,92.61,2,122.82
872,Sophia Jones,2021,7.75,0,3,4,0,1,0.89,32.3,6,54.94
873,John Martinez,2020,4.08,2,2,5,4,1,1.44,38.27,3,60.79
874,Alex Garcia,2020,2.47,2,3,5,6,0,6.73,91.49,3,119.69
875,Chris Johnson,2020,4.28,1,1,3,2,1,2.15,60.81,8,83.24
876,Jane Smith,2020,3.27,2,2,2,5,1,2.7,36.09,7,61.06
877,John Brown,2020,5.06,0,4,3,1,0,1.4,74.29,7,95.75
878,Sarah Martinez,2021,3.15,3,0,3,5,0,2.33,35.84,3,55.32
879,Laura Brown,2021,4.6,1,4,1,4,0,0.85,58.86,8,82.31
880,Michael Rodriguez,2021,2.52,0,2,4,1,1,2.75,38.95,8,60.22
881,Laura Jones,2021,3.3,0,1,5,4,1,5.14,57.94,10,87.38
882,Emily Johnson,2020,2.49,1,5,6,6,1,4.46,97.21,4,127.16
883,David Davis,2020,6.82,1,4,4,4,1,5.92,81.92,9,117.66
884,John Jones,2021,7.46,3,3,5,6,0,7.81,82.05,2,116.32
885,Laura Davis,2021,1.56,1,4,5,1,0,9.2,40.5,6,68.26
886,Alex Miller,2021,2.89,3,1,6,5,1,1.89,85.3,6,112.08
887,Alex Williams,2021,6.5,2,1,2,7,1,9.97,20.65,7,57.12
888,Sarah Garcia,2021,6.88,3,3,4,3,1,9.99,75.59,4,110.46
889,John Johnson,2020,8.62,2,0,1,5,1,1.2,21.04,4,43.86
890,Sophia Garcia,2021,2.55,1,0,1,7,1,3.48,85.1,6,107.13
891,Alex Martinez,2021,2.64,2,1,4,6,0,3.01,91.41,7,117.06
892,Laura Rodriguez,2020,3.96,1,2,1,2,1,8.75,44.64,4,68.35
893,Chris Smith,2021,3.36,0,2,5,1,0,0.91,46.22,1,59.49
894,Chris Williams,2021,7.47,3,2,4,6,0,6.27,97.38,1,127.12
895,David Brown,2021,4.73,3,3,5,3,0,0.59,68.14,6,93.46
896,Sarah Jones,2020,2.01,1,4,1,6,0,3.18,93.32,7,117.51
897,Sophia Rodriguez,2021,9.45,1,2,2,7,0,3.74,76.74,9,110.93
898,Sarah Brown,2021,3.85,1,2,1,5,0,7.84,22.08,6,48.77
899,John Davis,2020,8.12,1,5,4,7,0,1.42,61.29,1,88.83
900,David Johnson,2020,7.09,3,4,3,3,0,4,72.83,9,105.92
901,Laura Miller,2021,3.95,3,1,1,1,0,9.36,52.7,4,76.01
902,Chris Smith,2021,1.81,1,1,1,6,1,8,40.52,6,66.33
903,John Williams,2020,5.8,3,0,5,0,0,8.07,73.65,9,104.52
904,Michael Martinez,2021,4.64,1,3,1,2,1,2.74,29.83,3,48.21
905,Michael Jones,2021,8.49,1,5,4,5,1,1.88,68.09,1,95.46
906,Jane Smith,2020,8.89,2,2,5,7,1,7.36,73.58,10,116.83
907,Laura Martinez,2021,8.65,2,4,5,6,1,3.43,46.81,1,77.89
908,John Jones,2021,3.73,0,1,6,6,1,9.8,55,3,85.53
909,David Davis,2020,9.21,1,0,6,2,0,6.12,75.55,6,105.88
910,Emily Jones,2021,1.25,1,2,2,4,1,2.02,54.06,1,68.33
911,John Smith,2021,9.86,2,4,2,7,0,5.16,61.62,4,95.64
912,Sophia Rodriguez,2021,3.81,1,1,5,7,1,1.18,67.01,4,91
913,Chris Smith,2020,5.33,1,0,5,2,1,6.28,44.98,8,73.59
914,Sarah Brown,2021,2.89,1,0,1,3,1,7.29,54.35,4,74.53
915,Jane Garcia,2021,3.27,0,0,2,3,0,1.2,55.26,5,69.73
916,Emily Johnson,2021,4.21,0,4,1,7,0,0.78,21.73,3,41.72
917,David Garcia,2021,3.95,1,3,6,6,0,6.8,52.78,2,81.53
918,Emily Miller,2021,6.37,1,0,6,1,0,9.44,96.4,3,123.21
919,Sarah Williams,2020,4.18,0,4,5,2,0,8.49,56.26,9,88.93
920,Emily Williams,2020,3.87,2,2,2,3,1,6.19,32.99,7,60.05
921,Sophia Johnson,2020,6.63,2,3,4,4,0,1.43,27.06,9,57.12
922,Sarah Smith,2021,8.65,2,4,2,4,1,2.68,73.38,5,102.71
923,Michael Jones,2020,9.29,0,4,5,2,0,6.96,26.75,3,57
924,Laura Williams,2020,4.83,2,0,3,5,0,3.79,61.9,8,88.52
925,Jane Martinez,2021,3.2,0,5,4,6,1,6.96,40.56,2,68.72
926,Sarah Davis,2020,5.5,0,5,2,0,1,8.85,26.71,5,54.06
927,Michael Davis,2021,5.56,1,3,3,2,1,4.51,89.12,8,117.19
928,Jane Johnson,2020,5.51,0,0,1,1,0,9.04,85.49,10,112.04
929,Laura Davis,2020,3.97,1,5,3,4,0,6.99,38.06,2,64.02
930,John Jones,2021,3.37,3,0,3,5,1,1.66,39.36,2,58.39
931,David Williams,2021,4.62,1,4,1,7,1,6.94,42.7,7,75.26
932,Sophia Martinez,2021,6.05,3,2,6,0,0,6.79,54.42,2,80.26
933,David Johnson,2020,7.9,1,2,6,3,1,3.92,84.76,6,115.58
934,Sarah Martinez,2021,4.04,2,4,1,3,0,2.39,49.21,3,68.64
935,Laura Rodriguez,2021,9.53,1,2,4,6,0,4.7,64.45,5,96.68
936,Emily Rodriguez,2020,2.43,1,0,4,7,0,7.03,46.47,6,73.93
937,Emily Davis,2020,7.4,2,0,3,4,1,4.73,48.46,3,73.59
938,John Garcia,2021,1.26,3,0,6,2,0,1.94,89.24,1,104.44
939,Sarah Williams,2020,1.06,3,4,4,0,1,1.35,97.97,7,119.38
940,Jane Williams,2020,4.57,3,2,6,7,1,4.54,93.68,6,127.79
941,Chris Miller,2021,9.57,3,4,4,6,1,2.33,50.39,8,88.29
942,Emily Davis,2020,7.95,2,0,3,6,0,4.34,35.47,10,68.76
943,Sarah Williams,2020,9.09,0,5,6,2,0,9.09,33.71,7,71.89
944,Sophia Miller,2021,3.84,1,5,4,2,1,3.06,82.82,9,111.72
945,Sophia Johnson,2020,6,3,0,6,6,0,7.6,50.92,9,88.52
946,Alex Brown,2020,5.97,0,2,2,7,1,8.87,66.18,10,103.02
947,Sarah Miller,2020,2.35,0,0,1,1,1,2.59,43.93,8,59.87
948,Jane Martinez,2021,9.5,3,2,5,6,0,8.47,29.02,3,65.99
949,Sarah Jones,2020,9.86,1,0,6,0,0,4.84,67.63,7,96.33
950,John Smith,2021,7.32,2,4,1,7,0,1.82,93.07,10,126.21
951,Alex Smith,2020,5.3,2,0,4,5,1,8.4,88.45,6,120.15
952,Sophia Williams,2021,2.39,1,5,6,1,1,3.43,58.14,2,79.96
953,Chris Jones,2020,1.3,2,4,2,6,1,2.88,87.45,5,111.63
954,Emily Jones,2021,3.29,2,0,6,7,0,9.84,91.67,2,121.8
955,Emily Smith,2020,7.62,0,5,2,6,0,6.89,74.88,6,108.39
956,Sophia Brown,2020,9.04,3,4,2,6,1,9.61,93.74,8,136.39
957,Michael Brown,2020,1.58,2,4,3,1,0,3.8,81.13,8,104.51
958,Michael Garcia,2021,9.49,3,5,1,0,1,6.49,65.2,5,96.18
959,Emily Rodriguez,2021,6.9,0,4,6,2,0,7.34,23.73,1,50.97
960,Michael Smith,2020,4.82,0,3,3,3,0,9.96,43.45,10,77.23
961,Sophia Williams,2021,3.99,2,1,3,6,1,7.8,80.04,10,114.83
962,Alex Miller,2021,8.74,1,0,3,1,1,0.8,43.01,6,64.55
963,Emily Williams,2021,9.66,3,5,2,0,1,8.34,35.71,5,69.71
964,Alex Rodriguez,2020,4.52,2,2,5,6,1,6.95,84.68,1,113.15
965,Sophia Williams,2021,5.48,1,4,5,3,0,6.12,56.61,8,89.21
966,David Rodriguez,2021,1.5,0,3,1,4,1,4.96,43.43,9,67.89
967,David Rodriguez,2020,1.06,0,4,4,1,1,6.73,77.1,4,98.89
968,Sarah Williams,2021,3.51,2,5,6,3,1,1.63,60.09,1,83.23
969,John Jones,2021,4.36,2,5,2,4,1,4.15,87.34,9,118.85
970,Sarah Johnson,2021,3.78,0,5,5,6,0,1.23,95.36,2,118.37
971,Michael Brown,2020,2.56,0,2,3,5,0,7.97,67.01,2,89.54
972,Sophia Jones,2020,3.59,3,2,2,3,0,0.67,36.17,9,59.43
973,Laura Jones,2021,1.79,0,3,2,4,0,4.45,53.24,5,73.48
974,Michael Brown,2021,7.55,1,5,5,6,0,1.52,58.61,5,89.68
975,Chris Martinez,2021,7.44,1,1,5,3,1,2.08,85.87,5,111.39
976,Laura Johnson,2020,1.19,1,3,1,5,1,7.94,61.75,9,90.88
977,Jane Martinez,2020,4.41,3,5,4,7,0,3.26,63.28,2,91.95
978,Alex Smith,2021,3.81,1,4,2,2,0,8.74,92.87,3,117.42
979,John Smith,2021,3.33,3,1,6,5,0,8.11,43.73,10,80.17
980,Sophia Jones,2021,5.79,1,3,2,1,1,8.71,53.06,3,78.56
981,Sophia Miller,2021,7.82,2,4,1,1,0,2.51,99.74,6,124.07
982,Emily Garcia,2021,8.6,3,0,4,7,0,1.83,42.88,9,76.31
983,Michael Smith,2020,4.59,2,4,4,5,0,4.07,27.94,2,53.6
984,Emily Garcia,2020,8.17,1,4,2,5,1,2.23,30.44,2,55.84
985,Laura Smith,2021,1.66,0,3,2,1,1,9.47,26.59,4,48.72
986,Jane Williams,2020,3.21,3,0,3,1,0,6.91,83.95,2,103.07
987,David Smith,2020,8.56,1,5,4,1,1,2.51,30.54,2,55.61
988,David Smith,2020,5.77,1,1,2,4,1,9.76,28.65,9,62.18
